feature,p-value,effect_size,q-value
EMP3,1.9489036289959242e-10,0.7161537993396689,2.594579243141956e-07
TGFB1I1,6.896316661340339e-10,0.6940047127621534,5.532413307090711e-07
ZEB1,5.562606340368462e-09,0.6558590636564322,1.7849898054756908e-06
ANTXR1,5.939017143563845e-09,0.6546285588465702,1.838907255557163e-06
SYDE1,7.2230320913305325e-09,0.6509370444169843,2.1606659894897046e-06
RBMS3,1.4672611863439565e-08,0.6374014915085026,3.341815436738584e-06
KATNAL1,2.435057797717213e-08,0.6275574530296067,4.476701569990739e-06
TMEM158,3.770141690569325e-08,0.618943919360573,5.591531991332606e-06
RSU1,3.770141690569325e-08,0.618943919360573,5.591531991332606e-06
STX2,4.011223159533682e-08,0.6177134145507109,5.899506461884163e-06
SSC5D,4.681163265982462e-08,0.614637152526056,6.708844057986237e-06
MRC2,4.8276004043529496e-08,0.6140219001211251,6.708844057986237e-06
ZEB2,5.80405425392571e-08,0.6103303856915392,7.532040700554034e-06
SGTB,7.407843654228271e-08,0.6054083664520913,9.079238378713525e-06
SACS,7.87146853195576e-08,0.6041778616422293,9.515311515101864e-06
ARL3,9.437240025763495e-08,0.6004863472126434,1.0745667691270962e-05
CALHM5,1.0329265075348086e-07,0.5986405899978504,1.1465484233636375e-05
RASA3,1.2000279924232472e-07,0.5955643279731955,1.2993431925323858e-05
MXRA7,1.4352312737318301e-07,0.5918728135436097,1.4726974854705274e-05
SRPX,1.4352312737318301e-07,0.5918728135436097,1.4726974854705274e-05
CNTNAP1,1.7147424687914787e-07,0.5881812991140236,1.690697755960939e-05
PPP1R18,1.8191024445704472e-07,0.5869507943041616,1.773775637802421e-05
AK5,1.873559096621123e-07,0.5863355418992307,1.8168376096849562e-05
ARHGAP31,2.512334131430888e-07,0.5801830178499208,2.2974189163535615e-05
CEP170,2.512334131430888e-07,0.5801830178499208,2.2974189163535615e-05
CLMP,2.5867185385491244e-07,0.5795677654449898,2.353247190043995e-05
LGALS1,2.741921272664797e-07,0.5783372606351278,2.4196084270630503e-05
PLEKHO2,3.170292450972738e-07,0.575260998610473,2.6771527017807584e-05
ACTR1A,3.263401121355067e-07,0.5746457462055419,2.7167814335280936e-05
ARMC9,3.457601920205516e-07,0.5734152413956799,2.8382891297538213e-05
C1orf216,3.993155804550541e-07,0.570338979371025,3.17455886461768e-05
SYNC,4.7418837071005973e-07,0.5666474649414391,3.6229223180354306e-05
CNPY4,5.020287205793325e-07,0.5654169601315772,3.80270596116079e-05
PSMD6,5.314421093047316e-07,0.5641864553217151,3.924444262392974e-05
CRTAP,5.6251370003754e-07,0.5629559505118532,4.0855161695319116e-05
WASHC2A,5.786991301347637e-07,0.5623406981069222,4.168759570509569e-05
STMN1,6.124273734453577e-07,0.5611101932970601,4.3937929731451694e-05
ANXA6,6.48046418834896e-07,0.5598796884871983,4.593321785549028e-05
MAD2L2,6.856577652971046e-07,0.5586491836773363,4.8020531348129366e-05
SNPH,6.856577652971046e-07,0.5586491836773363,4.8020531348129366e-05
BRD3OS,7.253680991061904e-07,0.5574186788674743,5.000789680127014e-05
CLIC4,7.672895442823812e-07,0.5561881740576123,5.208420448861441e-05
PRXL2C,7.672895442823812e-07,0.5561881740576123,5.208420448861441e-05
FAT4,8.115399243612772e-07,0.5549576692477503,5.404855896246106e-05
EID2B,8.115399243612772e-07,0.5549576692477503,5.404855896246106e-05
BNC2,8.345769103731663e-07,0.5543424168428193,5.45535107080593e-05
SEC22C,8.582430359361227e-07,0.5537271644378884,5.5281501245389164e-05
IKBIP,8.582430359361227e-07,0.5537271644378884,5.5281501245389164e-05
CFL2,8.582430359361227e-07,0.5537271644378884,5.5281501245389164e-05
MSRB3,9.331828557685562e-07,0.5518814072230954,5.778857621564648e-05
DYRK3,9.86601217956933e-07,0.5506509024132334,6.0882954180845844e-05
FERMT2,1.0144024131484433e-06,0.5500356500083025,6.194874806109645e-05
AIDA,1.0144024131484433e-06,0.5500356500083025,6.194874806109645e-05
SAP30,1.0144024131484433e-06,0.5500356500083025,6.194874806109645e-05
KRBOX4,1.1024042443412655e-06,0.5481898927935094,6.595366951992879e-05
GLIPR1,1.1333376633078788e-06,0.5475746403885785,6.623270337655879e-05
STARD9,1.3009584093722012e-06,0.5444983783639236,7.38283439453697e-05
BBIP1,1.3009584093722012e-06,0.5444983783639236,7.38283439453697e-05
PGBD1,1.3372315359787201e-06,0.5438831259589926,7.492317263012202e-05
FMNL3,1.4519811389728275e-06,0.5420373687441996,8.033233580480073e-05
MSANTD3,1.4922927318136699e-06,0.5414221163392686,8.12885013079613e-05
CAP2,1.4922927318136699e-06,0.5414221163392686,8.12885013079613e-05
MTCP1,1.4922927318136699e-06,0.5414221163392686,8.12885013079613e-05
CHSY1,1.5336792348898406e-06,0.5408068639343376,8.303038287291655e-05
ECI2,1.619787202150995e-06,0.5395763591244757,8.610730220109311e-05
AP1M1,1.6645654535327889e-06,0.5389611067195447,8.795783140538979e-05
S100PBP,1.7105322200463392e-06,0.5383458543146137,8.984875937975547e-05
WASHC2C,1.7577176364817743e-06,0.5377306019096827,9.178094250374803e-05
DENND5A,1.8558686000310208e-06,0.5365000970998207,9.521577012194037e-05
RAB23,1.8558686000310208e-06,0.5365000970998207,9.521577012194037e-05
SHISAL1,1.9068981080412567e-06,0.5358848446948897,9.670932387591995e-05
OSBPL6,1.9068981080412567e-06,0.5358848446948897,9.670932387591995e-05
TRDMT1,2.12482554381891e-06,0.5334238350751658,0.0001059351582566665
ITPRIP,2.12482554381891e-06,0.5334238350751658,0.0001059351582566665
CUBN,2.12482554381891e-06,0.5334238350751658,0.0001059351582566665
MAP3K12,2.182935553958313e-06,0.5328085826702348,0.00010791772994904838
GPR161,2.2425700980620465e-06,0.5321933302653038,0.00011024824418021465
PIK3CD,2.2425700980620465e-06,0.5321933302653038,0.00011024824418021465
PNMA2,2.3037673426629746e-06,0.5315780778603728,0.00011294219397405233
FUT11,2.366566359747518e-06,0.5309628254554418,0.00011569952820826577
NMT2,2.5649787738914666e-06,0.5291170682406489,0.00012368664038363522
SNX21,2.5649787738914666e-06,0.5291170682406489,0.00012368664038363522
EIF3I,2.7060215093110737e-06,0.5278865634307869,0.00012872930894294106
ABL1,2.7060215093110737e-06,0.5278865634307869,0.00012872930894294106
PPM1F,2.854490810447183e-06,0.5266560586209249,0.00013292587945536234
CYBRD1,2.854490810447183e-06,0.5266560586209249,0.00013292587945536234
